unified_index,length,source,clan,dswp_nn_dist,pred_codatype,pred_centroid_dist,runner_up_dist,margin
31248,3,hersh2022_pacific,SH,0.041785164831552396,3D,0.0831175834138359,0.13936525413479467,0.056247670720958765
31249,3,hersh2022_pacific,SH,0.030321939139342648,3-NOISE,0.12878248188712738,0.14333809634120262,0.014555614454075244
31250,3,hersh2022_pacific,SH,0.057140178508646604,3D,0.10688105909780006,0.12428063954139361,0.01739958044359355
31251,3,hersh2022_pacific,SH,0.03529584385122418,3-NOISE,0.1292426837684631,0.13848914807612556,0.00924646430766246
31252,3,hersh2022_pacific,SH,0.04713077119218399,3-NOISE,0.12364305731403062,0.12525068300758854,0.0016076256935579208
31253,3,hersh2022_pacific,SH,0.03413933205512375,3-NOISE,0.12615180357715933,0.1387492005958902,0.01259739701873086
31254,3,hersh2022_pacific,SH,0.0332200269893027,3-NOISE,0.12804019745696196,0.14018606048578142,0.012145863028819454
31255,3,hersh2022_pacific,SH,0.03180958335423461,3-NOISE,0.12771322407218857,0.14149919499428737,0.013785970922098795
31256,3,hersh2022_pacific,SH,0.03554173030635959,3-NOISE,0.12650652990132547,0.13743161949307875,0.010925089591753284
31257,3,hersh2022_pacific,SH,0.026484376397604672,3-NOISE,0.13351251759776683,0.1494358389007329,0.01592332130296606
31258,3,hersh2022_pacific,SH,0.00671279525235204,3D,0.04643683773455598,0.18032210405947702,0.13388526632492104
31259,3,hersh2022_pacific,SH,0.0070710678118654545,3D,0.03794691970607005,0.16618352019338567,0.1282366004873156
31260,3,hersh2022_pacific,SH,0.007748403996953175,3D,0.027113577998859557,0.16714973337330788,0.14003615537444833
31264,3,hersh2022_pacific,SH,0.008062713529575499,3D,0.03893481598141708,0.11715915115816282,0.07822433517674574
31265,3,hersh2022_pacific,SH,0.0026859168751098535,3D,0.035837484274337236,0.11421762517274313,0.07838014089840589
31267,3,hersh2022_pacific,SH,0.05316013544000805,3D,0.0945899505480741,0.14129484876890355,0.04670489822082945
31268,3,hersh2022_pacific,SH,0.04104875150354762,3D,0.0898514252718099,0.12674432746979322,0.036892902197983315
31269,3,hersh2022_pacific,SH,0.0565685424949238,3D,0.10146282803350179,0.1355972061555796,0.03413437812207781
31270,3,hersh2022_pacific,SH,0.05403702434442518,3D,0.10331933843916528,0.12541449864182252,0.02209516020265724
31271,3,hersh2022_pacific,SH,0.049477267507411916,3D,0.09260436057306438,0.13777002754092535,0.045165666967860965
31272,3,hersh2022_pacific,SH,0.05391026436811453,3-NOISE,0.11912770423876537,0.11131634746765437,-0.007811356771111
31273,3,hersh2022_pacific,SH,0.053338541412378336,3D,0.10415363179850355,0.12129158308276206,0.017137951284258504
31274,3,hersh2022_pacific,SH,0.05008991914547276,3D,0.09764387531898791,0.12934855738720527,0.03170468206821736
31280,3,hersh2022_pacific,SH,0.06120457499239742,3D,0.10717352770049642,0.134044726377354,0.026871198676857597
31282,3,hersh2022_pacific,SH,0.025079872407968908,3D,0.07001776926994752,0.07460520947664198,0.004587440206694465
31287,3,hersh2022_pacific,SH,0.026172504656604808,3D,0.06400114891718689,0.07922255063220748,0.015221401715020594
31288,3,hersh2022_pacific,SH,0.00824621125123533,3D,0.039309406254698885,0.14892612218673965,0.10961671593204075
31289,3,hersh2022_pacific,SH,0.01072578977278596,3D,0.030963020361925726,0.1663739693268743,0.13541094896494857
31290,3,hersh2022_pacific,SH,0.004202323167011307,3D,0.025248379018221804,0.16288015537316683,0.13763177635494503
31292,3,hersh2022_pacific,SH,0.0014142135623730963,3D,0.025894451277874354,0.15739744955596505,0.1315029982780907
31293,3,hersh2022_pacific,SH,0.0026726156214465376,3D,0.023660277989135996,0.15920440809614572,0.13554413010700972
31294,3,hersh2022_pacific,SH,0.006160155842184517,3D,0.02906984692812866,0.16673963685968987,0.1376697899315612
31295,3,hersh2022_pacific,SH,0.004044720571312685,3D,0.02230874548276967,0.16207479156860272,0.13976604608583304
31296,3,hersh2022_pacific,SH,0.0036357618871427685,3D,0.023034051851272868,0.16362293643824108,0.14058888458696822
31297,3,hersh2022_pacific,SH,0.000773740434512764,3D,0.023810109929419947,0.15773971056958813,0.13392960064016818
31298,3,hersh2022_pacific,SH,0.000585465498556483,3D,0.01657691443629116,0.13114320175582078,0.11456628731952961
31300,3,hersh2022_pacific,SH,0.008673567100680096,3D,0.034660797580976406,0.1599254834008898,0.1252646858199134
31302,3,hersh2022_pacific,SH,0.008615539449158147,3D,0.03378817821827742,0.1698690308530616,0.13608085263478417
31303,3,hersh2022_pacific,SH,0.007457507965131488,3D,0.030043442760174156,0.11399154665862314,0.08394810389844898
31304,3,hersh2022_pacific,SH,0.0014334749422295393,3D,0.021296488599164647,0.12414372041770323,0.10284723181853858
31305,3,hersh2022_pacific,SH,0.012041594578792305,3D,0.04724493752494865,0.15425531480558516,0.1070103772806365
31307,3,hersh2022_pacific,SH,0.005763280889389325,3D,0.027845878002611433,0.11619701760415904,0.08835113960154761
31308,3,hersh2022_pacific,SH,0.0031789565111841373,3D,0.01805783787228012,0.16014879725432224,0.1420909593820421
31309,3,hersh2022_pacific,SH,0.00030143141840226125,3D,0.01889750734968498,0.12798368960482095,0.10908618225513597
31310,3,hersh2022_pacific,SH,0.05364191824655415,3D,0.1223297306480514,0.13634029196256275,0.014010561314511352
31311,3,hersh2022_pacific,SH,0.05474948577995961,3D,0.1189877345122565,0.13073257739901417,0.011744842886757673
31312,3,hersh2022_pacific,SH,0.01140175425099139,3D,0.043122059020822716,0.15572391162095847,0.11260185260013575
